product_id,warehouse_id,store_date,store_quantity
P16422655,W49997356,15/04/21,36
P56248922,W76398001,11/10/22,93
P16785909,W437420090,09/12/20,68
P29518596,W369872259,16/06/20,25
P12648930,W438570145,09/06/20,1
P83414248,W01155922,24/02/21,26
P23854089,W13537308,19/03/21,52
P41388769,W51224154,29/01/20,64
P19935373,W37000840,24/09/21,80
P31652354,W545693807,26/10/21,79
P46931127,W49483272,01/12/22,14
P46306612,W551547553,13/02/20,74
P98984468,W00935712,11/08/20,92
P75588213,W545693807,28/10/22,48
P11281448,W118220500,30/06/22,14
P44116414,W437420069,04/07/21,61
P92803982,W39765004,17/12/20,77
P88765331,W437420090,12/04/22,8
P61395791,W37000840,04/08/20,91
P46544797,W551544739,26/11/21,18
P94819787,W58194013,13/11/21,15
P87409930,W437420090,25/02/20,55
P13981213,W437420069,15/10/21,34
P52204796,W545693807,16/08/20,85
P72391139,W679380827,09/01/21,25
P35553822,W37000840,29/08/20,58
P37558138,W21695911,06/10/20,75
P54232862,W37000709,21/10/21,1
P83352663,W51224154,26/03/20,54
P94668096,W524103025,17/01/20,77
P58899446,W679380827,10/10/21,40
P25448652,W434060006,11/06/20,72
P47662918,W01155922,17/10/21,18
P22152660,W76398001,30/03/22,39
P31796113,W42254220,18/04/21,88
P91362711,W76398001,20/12/20,45
P33926222,W41190210,04/02/20,79
P15658644,W37000709,19/02/22,90
P64884205,W438570145,25/11/22,80
P53378526,W06151311,17/05/21,24
P36735621,W65643334,12/02/21,44
P71694575,W39765004,17/11/22,96
P41388769,W13537308,30/10/21,80
P82514309,W39765004,30/08/22,43
P86673349,W49997356,22/03/22,69
P50372459,W49967790,27/05/20,4
P13268949,W76125784,02/04/20,26
P81375409,W575200434,25/09/20,57
P28102025,W58194013,17/12/21,78
P78289944,W51224154,05/11/21,72
P10593981,W65162770,06/01/21,86
P15616370,W06151311,31/05/21,79
P13745599,W06151311,15/12/22,30
P10458194,W06151311,17/03/20,43
P20674547,W636293326,15/04/21,56
P57533522,W489517039,14/11/21,95
P59897514,W42254220,06/08/21,52
P15402604,W545693807,05/05/20,74
P20641623,W51224154,20/12/21,83
P19197874,W52959965,21/08/21,96
P90213319,W00935712,24/04/21,5
P55495888,W369872259,13/09/22,1
P47789629,W76398001,30/10/20,76
P89896259,W58194013,12/04/22,18
P56508579,W437420069,16/02/22,6
P17357211,W36800532,01/12/22,64
P62744404,W51224154,09/04/20,79
P87409829,W437420069,14/11/22,95
P69882716,W10812350,28/08/21,50
P69127521,W42254220,28/06/20,88
P85381374,W13537308,22/06/21,42
P32219071,W43419857,13/12/21,33
P47491099,W58194013,29/07/20,94
