product_id,warehouse_id,store_date,store_quantity
P59416778,W21130533,04/09/21,97
P24518204,W21130533,15/08/21,72
P92682355,W636293326,16/08/22,86
P50847950,W49997356,03/07/20,82
P29264607,W49997356,20/02/20,100
P92722397,W76125784,18/09/21,6
P75304280,W551544728,24/11/20,54
P42441115,W64764251,13/11/20,41
P92965614,W76125784,25/09/21,77
P86518936,W548685918,31/07/22,14
P64131670,W489512048,21/11/22,89
P56426674,W13537308,11/04/20,77
P13745599,W43419857,03/05/20,100
P64927743,W575200434,11/03/20,9
P83389401,W437420069,08/05/22,86
P81774707,W01155922,17/01/21,34
P18572795,W01155922,15/02/21,76
P50641947,W437420090,27/06/21,41
P92217517,W438570145,05/09/20,9
P56248922,W21695911,04/05/22,82
P13868012,W49483272,08/07/20,31
P32532492,W43419857,06/10/22,9
P23954632,W76398001,29/11/22,89
P13745599,W10812524,05/01/22,98
P94127213,W49967790,27/12/20,98
P21857128,W437420069,26/03/22,58
P55206620,W41190210,23/08/21,37
P18572795,W489512048,04/06/22,66
P59852909,W21695911,09/08/21,20
P52784962,W03786231,12/11/20,63
P94622945,W21695911,07/12/21,100
P92217517,W545693807,22/06/22,84
P90213319,W437420090,06/07/20,84
P21268228,W438570145,12/12/20,40
P36933022,W39765004,08/12/22,16
P54574264,W21695911,12/07/22,63
P38449378,W00935712,14/01/22,2
P43542510,W437420090,26/06/21,44
P18572795,W551547553,24/04/22,16
P93171573,W66129028,09/08/21,20
P59416778,W58194013,27/11/21,65
P37161903,W41190210,02/11/20,17
P31886096,W58980624,25/07/21,9
P45936394,W37000709,23/04/20,38
P12852966,W51346236,08/07/22,32
P96258197,W58980624,01/10/22,89
P54232862,W369872259,01/11/22,74
P49439033,W489513139,01/06/22,90
P86673349,W36800532,18/04/21,48
P75528934,W52959965,07/08/20,32
P77451807,W551544739,17/05/21,19
P45634441,W36800532,08/04/21,75
P86673349,W636293326,17/11/20,79
P32527331,W118220500,17/03/20,7
P59517237,W00935712,12/04/20,92
P45626479,W02680815,15/12/22,3
P37369153,W65162770,23/01/21,60
P22744492,W58980624,24/08/22,82
P74774577,W02680815,23/05/20,51
P40833003,W437420090,11/09/21,18
P92682355,W551544739,05/09/22,25
P90503710,W438570145,11/04/20,18
P89573496,W66129028,15/11/22,97
P16214409,W636293326,06/05/21,94
P46544797,W437420090,27/11/22,4
P16574244,W65643334,31/12/21,10
P57533522,W524103025,13/07/22,19
P15397235,W02680815,16/09/22,38
P82479977,W58194013,02/08/20,21
P34297538,W489512048,01/04/22,36
P32414713,W41190210,17/11/20,72
P13263309,W21130533,20/10/21,71
P62685206,W679380827,24/04/22,33
P37294983,W489517039,02/02/20,34
P30551375,W41190210,16/03/22,13
P61429599,W64764251,21/06/21,99
P43542510,W551544739,10/01/22,32
P54446208,W36800532,15/03/22,12
P10458194,W42254220,21/11/22,4
P37369153,W65643334,14/05/22,89
P30382608,W68462162,05/02/20,91
P28501207,W51224154,08/03/20,51
P81729199,W434060006,15/03/21,76
P64188193,W36800532,20/07/21,1
P50833741,W52959965,12/06/20,89
P92909603,W524103025,16/12/20,81
P32662825,W551547553,01/11/22,16
P55495888,W43419857,11/01/20,2
P17137437,W39765004,19/11/22,71
P14744963,W01155922,03/08/20,64
P56993765,W06151311,07/07/22,31
P32531909,W65162770,26/04/21,59
P15658644,W36800532,18/06/22,46
P23115354,W489517039,04/08/21,59
P41914107,W438570145,23/12/21,15
P13867118,W68462162,16/10/22,16
P88765331,W489513139,05/09/21,94
P90213319,W489517039,11/11/21,39
P36329652,W76398001,01/04/20,100
P54713302,W52959965,06/06/22,32
