product_id,warehouse_id,store_date,store_quantity
P86575409,W10812350,21/07/20,27
P61963665,W21130533,01/06/20,100
P91772057,W369872259,19/04/22,50
P23969997,W551547553,26/05/21,76
P46386620,W51224154,19/09/22,9
P36933022,W06151311,21/07/21,16
P61839389,W437420090,22/10/20,28
P90263233,W41190210,22/12/22,92
P88765331,W06151311,12/03/20,77
P26594134,W01155922,08/04/21,71
P96472289,W21695911,20/03/22,3
P12561701,W548685918,25/10/21,87
P44213668,W545693807,07/09/21,12
P13745599,W39765004,09/02/20,88
P64927743,W551544728,16/06/22,20
P56426674,W51224154,27/05/22,16
P20674547,W434060006,03/10/21,33
P59897514,W438570145,01/10/21,43
P32383673,W00935712,13/08/22,65
P62423978,W39765004,26/05/20,52
P46386620,W118220500,21/01/22,16
P46544797,W21130533,23/10/20,35
P52784962,W10812524,01/05/20,15
P59517237,W489512048,17/09/21,89
P60205815,W437420069,09/10/20,40
P99371696,W03786231,19/05/20,17
P47662918,W39765004,01/09/22,22
P93988828,W65643334,01/09/21,30
P20734556,W10812524,16/10/21,41
P90537720,W64764251,31/05/20,13
P64927743,W03786231,13/09/22,57
P35553822,W49483272,12/03/22,1
P23885151,W43419857,21/03/22,52
P87409829,W49967790,24/07/21,76
P23885151,W489513139,30/01/20,31
P89694349,W66129028,04/03/20,64
P89573496,W551544739,22/12/21,94
P73414988,W524103025,14/09/21,34
P50641947,W10812524,26/10/20,42
P63203803,W02680815,26/04/20,5
P30551375,W76125784,26/08/22,3
P53378526,W58194013,07/05/21,5
P44696854,W58194013,07/03/21,77
P59867097,W434060006,22/08/22,79
P51502320,W51224154,09/02/20,6
P43542510,W49967790,13/11/20,65
P32855564,W524103025,28/07/20,74
P48853418,W489513139,20/06/22,55
P42146558,W76398001,13/04/20,25
P33719577,W21130533,05/05/21,43
P32532492,W65643334,08/09/20,20
P99371696,W489512048,08/11/21,82
P37294983,W42254220,19/11/21,15
P34139616,W49967790,03/06/20,90
P86575409,W58980624,12/03/20,39
P73414988,W66129028,11/09/22,3
P42441115,W52959965,17/01/22,88
P46306612,W36800532,15/09/20,61
P94875199,W524103025,08/11/22,19
P24968444,W369872259,07/06/20,37
P91772057,W548685918,08/05/21,47
P75463073,W64764251,30/04/20,83
P13868012,W434060006,12/09/21,54
P36846102,W42254220,23/08/22,7
P92965614,W21695911,11/10/22,92
P82566347,W39765004,02/06/20,16
P85472117,W489512048,30/10/21,5
P46386620,W551544728,21/10/20,24
P26262802,W06151311,27/11/21,56
P99789809,W52959965,07/01/21,42
P78367641,W434060006,24/10/22,33
P10458194,W489512048,05/06/21,36
P67314901,W118220500,20/12/21,27
P82284372,W01155922,04/02/20,63
P99789809,W524103025,24/04/20,20
P36329652,W679380827,01/06/22,9
P54713302,W00935712,25/06/21,69
P20674547,W37000709,27/02/22,7
P92246999,W49967790,20/01/22,53
P39199819,W51224154,05/12/22,33
P87978600,W489512048,22/09/20,52
P70126000,W76398001,08/12/21,2
P19201199,W437420069,16/05/22,1
P69461901,W13537308,08/10/21,31
P86673349,W548685918,06/06/21,42
P66719343,W551544739,21/09/21,4
P45586681,W66129028,26/08/20,36
P42945843,W68462162,16/06/22,64
P14375300,W49967790,22/05/22,34
P20641623,W551544728,04/05/22,16
P34139616,W10812350,22/10/20,60
P31886096,W65162770,26/10/22,16
P33452207,W68462162,03/05/21,40
P32531909,W437420069,24/06/20,99
P90503710,W13537308,05/12/21,84
P15957424,W65162770,03/10/21,43
P44116414,W551547553,30/12/20,17
P64188193,W00935712,16/08/22,16
P48287238,W49967790,12/01/22,34
P15616370,W118220500,04/06/22,8
